response_code,status_line,request_headers,response_headers,url,panel_id,household_id,panelist_id,time
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df154c35bf6ea548%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&href=http%3A%2F%2Fwww.dccomics.com%2F&layout=box_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=55,UtestRouterPanel,1000,1000100,1387331398210
200,"HTTP/1.1 200 OK",Array,Array,http://static.ak.fbcdn.net/rsrc.php/v2/yi/r/pZu770ftjUo.js,UtestRouterPanel,1000,1000100,1387331398421
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/fetchcontent,UtestRouterPanel,1000,1000100,1387331396709
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/field/image/Roundup_12-17_52b0a394e82a74.75474391.jpg?itok=kUAOQYR1,UtestRouterPanel,1000,1000100,1387331398980
200,"HTTP/1.1 200 OK",Array,Array,http://platform.twitter.com/widgets.js?_=1387331398535,UtestRouterPanel,1000,1000100,1387331398981
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/field/image/DCAAep10_blog_52b08fe2bd6d35.28836296.jpg?itok=AJQm28HP,UtestRouterPanel,1000,1000100,1387331398980
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/field/image/LilGothamGoodbye_blog_52af84964a2ac8.61744513.JPG?itok=kXRjw3LF,UtestRouterPanel,1000,1000100,1387331398980
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/JLB2_09_300-011_HD_52af4575ea0af5.65476419.jpg?itok=q9UplCK7,UtestRouterPanel,1000,1000100,1387331398980
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/JLB2_09_300-005_HD_52af45574bb8e1.86032752.jpg?itok=SuCK-duG,UtestRouterPanel,1000,1000100,1387331398980
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/JLB2_09_300-018_HD_52af4593ba1358.87298800.jpg?itok=Efd-T1f7,UtestRouterPanel,1000,1000100,1387331398980
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-67x53/public/JLB2_09_300-005_HD_52af45574bb8e1.86032752.jpg?itok=o4b9fN3J,UtestRouterPanel,1000,1000100,1387331399038
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/Justice%20League%20Beyond%202.0_9%20_SFCover_52af45be92e851.34853624.jpg?itok=hREkUKE6,UtestRouterPanel,1000,1000100,1387331399037
304,"HTTP/1.1 304 Not Modified",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/images/tag.png,UtestRouterPanel,1000,1000100,1387331398981
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-67x53/public/JLB2_09_300-018_HD_52af4593ba1358.87298800.jpg?itok=u8ZcAfRv,UtestRouterPanel,1000,1000100,1387331399053
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-67x53/public/JLB2_09_300-011_HD_52af4575ea0af5.65476419.jpg?itok=cnYptGA-,UtestRouterPanel,1000,1000100,1387331399053
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-67x53/public/Justice%20League%20Beyond%202.0_9%20_SFCover_52af45be92e851.34853624.jpg?itok=8zRD4yrp,UtestRouterPanel,1000,1000100,1387331399053
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/images/social.png,UtestRouterPanel,1000,1000100,1387331398989
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/images/comment-button.png,UtestRouterPanel,1000,1000100,1387331398989
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/blog-latest-blocks-440x330/public/field/image/JLB2_09_300-011_HD_52af45fcf2b9d8.76961791.jpg?itok=ueCqHDLy,UtestRouterPanel,1000,1000100,1387331399099
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?action=like&api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df1e34344bb4d364%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&font=verdana&href=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fwhat%25E2%2580%2599s-new-in-the-new-52-superman-and-wonder-woman-exposed&layout=button_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=150,UtestRouterPanel,1000,1000100,1387331398990
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?action=like&api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df257f6d05d5c43a%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&font=verdana&href=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-a-little-smoak-and-a-whole-lot-of-sandman&layout=button_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=150,UtestRouterPanel,1000,1000100,1387331398990
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?action=like&api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df1ddbc5498fc44e%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&font=verdana&href=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-now-leaving-lil-gotham&layout=button_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=150,UtestRouterPanel,1000,1000100,1387331398989
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?action=like&api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Dfb069b4f62bc6%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&font=verdana&href=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Ftuesday-roundup-titans-take-the-page&layout=button_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=150,UtestRouterPanel,1000,1000100,1387331398989
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?action=like&api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Dfaec3074e74e22%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&font=verdana&href=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F16%2Fbeyond-the-scenes-the-return-of-brainiac&layout=button_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=150,UtestRouterPanel,1000,1000100,1387331399038
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?action=like&api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df1baa093cf8c878%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&font=verdana&href=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fthis-just-happened-bane-versus-killer-croc&layout=button_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=150,UtestRouterPanel,1000,1000100,1387331399038
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df7cb739602a688%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&href=http%3A%2F%2Fwww.dccomics.com%2F&layout=box_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=55,UtestRouterPanel,1000,1000100,1387331399119
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like.php?api_key=192596080844540&channel_url=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df2a72ed4a480edc%26domain%3Dwww.dccomics.com%26origin%3Dhttp%253A%252F%252Fwww.dccomics.com%252Ff268539d0402276%26relation%3Dparent.parent&colorscheme=light&extended_social_context=false&href=http%3A%2F%2Fwww.dccomics.com%2F&layout=box_count&locale=en_US&node_type=link&sdk=joey&send=false&show_faces=false&width=55,UtestRouterPanel,1000,1000100,1387331399119
200,"HTTP/1.1 200 OK",Array,Array,http://p.twitter.com/t.gif?_=1387331399027&count=horizontal&counturl=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Ftuesday-roundup-titans-take-the-page&id=twitter-widget-0&lang=en&original_referer=http%3A%2F%2Fwww.dccomics.com%2F&related=%3A&size=m&text=Tuesday%20Roundup%3A%20Titans%20Take%20the%20Page&url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Ftuesday-roundup-titans-take-the-page&type=share&twttr_referrer=http%3A%2F%2Fwww.dccomics.com%2F&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=v3%3A1387236542659783144739168,UtestRouterPanel,1000,1000100,1387331399311
200,"HTTP/1.1 200 OK",Array,Array,http://p.twitter.com/t.gif?_=1387331399031&count=horizontal&counturl=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-now-leaving-lil-gotham&id=twitter-widget-1&lang=en&original_referer=http%3A%2F%2Fwww.dccomics.com%2F&related=%3A&size=m&text=DC%20All%20Access%3A%20Now%20Leaving%20Li%E2%80%99l%20Gotham%E2%80%A6&url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-now-leaving-lil-gotham&type=share&twttr_referrer=http%3A%2F%2Fwww.dccomics.com%2F&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=v3%3A1387236542659783144739168,UtestRouterPanel,1000,1000100,1387331399324
200,"HTTP/1.1 200 OK",Array,Array,http://p.twitter.com/t.gif?_=1387331399031&count=horizontal&counturl=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fwhat%25E2%2580%2599s-new-in-the-new-52-superman-and-wonder-woman-exposed&id=twitter-widget-2&lang=en&original_referer=http%3A%2F%2Fwww.dccomics.com%2F&related=%3A&size=m&text=What%E2%80%99s%20New%20In%20The%20New%2052%3A%20Superman%20and%20Wonder%20Woman%20Exposed&url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fwhat%25E2%2580%2599s-new-in-the-new-52-superman-and-wonder-woman-exposed&type=share&twttr_referrer=http%3A%2F%2Fwww.dccomics.com%2F&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=v3%3A1387236542659783144739168,UtestRouterPanel,1000,1000100,1387331399335
200,"HTTP/1.1 200 OK",Array,Array,http://p.twitter.com/t.gif?_=1387331399032&count=horizontal&counturl=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-a-little-smoak-and-a-whole-lot-of-sandman&id=twitter-widget-3&lang=en&original_referer=http%3A%2F%2Fwww.dccomics.com%2F&related=%3A&size=m&text=DC%20All%20Access%3A%20A%20Little%20Smoak%20and%20a%20Whole%20Lot%20of%20Sandman&url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-a-little-smoak-and-a-whole-lot-of-sandman&type=share&twttr_referrer=http%3A%2F%2Fwww.dccomics.com%2F&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=v3%3A1387236542659783144739168,UtestRouterPanel,1000,1000100,1387331399339
200,"HTTP/1.1 200 OK",Array,Array,http://p.twitter.com/t.gif?_=1387331399032&count=horizontal&counturl=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F16%2Fbeyond-the-scenes-the-return-of-brainiac&id=twitter-widget-4&lang=en&original_referer=http%3A%2F%2Fwww.dccomics.com%2F&related=%3A&size=m&text=Beyond%20the%20Scenes%3A%20The%20Return%20of%20Brainiac!%20&url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F16%2Fbeyond-the-scenes-the-return-of-brainiac&type=share&twttr_referrer=http%3A%2F%2Fwww.dccomics.com%2F&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=v3%3A1387236542659783144739168,UtestRouterPanel,1000,1000100,1387331399340
200,"HTTP/1.1 200 OK",Array,Array,http://p.twitter.com/t.gif?_=1387331399032&count=horizontal&counturl=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fthis-just-happened-bane-versus-killer-croc&id=twitter-widget-5&lang=en&original_referer=http%3A%2F%2Fwww.dccomics.com%2F&related=%3A&size=m&text=This%20Just%20Happened%3A%20Bane%20Versus%20Killer%20Croc&url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fthis-just-happened-bane-versus-killer-croc&type=share&twttr_referrer=http%3A%2F%2Fwww.dccomics.com%2F&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=v3%3A1387236542659783144739168,UtestRouterPanel,1000,1000100,1387331399352
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Ftuesday-roundup-titans-take-the-page&callback=twttr.receiveCount,UtestRouterPanel,1000,1000100,1387331399372
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-now-leaving-lil-gotham&callback=twttr.receiveCount,UtestRouterPanel,1000,1000100,1387331399412
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fwhat%25E2%2580%2599s-new-in-the-new-52-superman-and-wonder-woman-exposed&callback=twttr.receiveCount,UtestRouterPanel,1000,1000100,1387331399464
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F17%2Fdc-all-access-a-little-smoak-and-a-whole-lot-of-sandman&callback=twttr.receiveCount,UtestRouterPanel,1000,1000100,1387331399711
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F16%2Fbeyond-the-scenes-the-return-of-brainiac&callback=twttr.receiveCount,UtestRouterPanel,1000,1000100,1387331399712
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fwww.dccomics.com%2Fblog%2F2013%2F12%2F13%2Fthis-just-happened-bane-versus-killer-croc&callback=twttr.receiveCount,UtestRouterPanel,1000,1000100,1387331399737
200,"HTTP/1.1 200 OK",Array,Array,http://pixel.fetchback.com/serve/fb/blank,UtestRouterPanel,1000,1000100,1387331472498
200,"HTTP/1.1 200 OK",Array,Array,http://ib.adnxs.com/seg?add=489254&t=2,UtestRouterPanel,1000,1000100,1387331472560
200,"HTTP/1.1 200 OK",Array,Array,http://pixel.fetchback.com/serve/fb/ver?uatFilter=false&fb_key=cat%3D%26name%3Dlanding%26sid%3D4766%26browse_products%3Dgldcdstat08%26xr%3D2123273517354308375%26referer%3Dhttp%3A%2F%2Fwww.shopdcentertainment.com%2Fproduct%2Finfinite%2Bcrisis%2Barcane%2Bgreen%2Blantern%2Bstatue%2Bgldcdstat08.dohttp%3A%2F%2Fpixel.fetchback.com%2Fserve%2Ffb%2Fpdj%3Fcat%3D%26name%3Dlanding%26sid%3D4766%26browse_products%3Dgldcdstat08+%2Fserve%2Ffb%2Fpdc++http%3A%2F%2Fwww.shopdcentertainment.com%2Fproduct%2Finfinite+crisis+arcane+green+lantern+statue+gldcdstat08.do&cat=&sid=4766&name=landing&uid=1387331471987%3A5723820255582990&crv=0.0&oid=Unknown,UtestRouterPanel,1000,1000100,1387331472559
200,"HTTP/1.1 200 OK",Array,Array,http://log.pinterest.com/?via=http%3A%2F%2Fwww.shopdcentertainment.com%2Fproduct%2Finfinite%2Bcrisis%2Barcane%2Bgreen%2Blantern%2Bstatue%2Bgldcdstat08.do&guid=eRh6zu5vZ3mw&type=pidget&callback=PIN_1387331471410.f.callback[0],UtestRouterPanel,1000,1000100,1387331472555
302,"HTTP/1.1 302 Found",Array,Array,http://cm.g.doubleclick.net/pixel?google_nid=fb_bidder&google_hm=NDAwOTYzMzA0NDc0OTUxNDM2,UtestRouterPanel,1000,1000100,1387331472679
302,"HTTP/1.1 302 Found",Array,Array,http://cm.g.doubleclick.net/pixel?google_nid=fb_bidder&google_hm=NjkzMTI4MTc0NDYzNTg5ODk0OA%3D%3D,UtestRouterPanel,1000,1000100,1387331472695
302,"HTTP/1.1 302 Found",Array,Array,http://ib.adnxs.com/seg?add=669832&redir=https%3A%2F%2Fib.adnxs.com%2Fpxj%3Fbidder%3D184%26action%3Dsetuid(%276931281744635898948%27),UtestRouterPanel,1000,1000100,1387331472683
204,"HTTP/1.1 204 No Content",Array,Array,http://su.addthis.com/red/usync?pid=11142&puid=400963304474951436,UtestRouterPanel,1000,1000100,1387331472681
302,"HTTP/1.1 302 Found",Array,Array,http://ib.adnxs.com/seg?add=669832&redir=https%3A%2F%2Fib.adnxs.com%2Fpxj%3Fbidder%3D184%26action%3Dsetuid(%27400963304474951436%27),UtestRouterPanel,1000,1000100,1387331472680
200,"HTTP/1.1 200 OK",Array,Array,http://pixel.rubiconproject.com/tap.php?v=31948&nid=2972&put=400963304474951436&expires=30,UtestRouterPanel,1000,1000100,1387331472704
200,"HTTP/1.1 200 OK",Array,Array,http://pixel.rubiconproject.com/tap.php?v=31948&nid=2972&put=6931281744635898948&expires=30,UtestRouterPanel,1000,1000100,1387331472704
200,"HTTP/1.1 200 OK",Array,Array,http://image2.pubmatic.com/AdServer/Pug?vcode=bz0yJnR5cGU9MSZjb2RlPTI5NDEmdGw9ODY0MDA=&piggybackCookie=400963304474951436,UtestRouterPanel,1000,1000100,1387331472704
200,"HTTP/1.1 200 OK",Array,Array,http://image2.pubmatic.com/AdServer/Pug?vcode=bz0yJnR5cGU9MSZjb2RlPTI5NDEmdGw9ODY0MDA=&piggybackCookie=6931281744635898948,UtestRouterPanel,1000,1000100,1387331472707
200,"HTTP/1.1 200 OK",Array,Array,http://r.openx.net/set?pid=e5248ac5-e9ac-5acd-5454-07cadaf9bcff&rtb=400963304474951436,UtestRouterPanel,1000,1000100,1387331472710
200,"HTTP/1.1 200 OK",Array,Array,http://a2.fetchback.com/bn/id/1258/bd/r9mPBdSsqn1t4M2biLEbXzs_Vup7NM-_,UtestRouterPanel,1000,1000100,1387331472600
200,"HTTP/1.1 200 OK",Array,Array,http://r.openx.net/set?pid=e5248ac5-e9ac-5acd-5454-07cadaf9bcff&rtb=6931281744635898948,UtestRouterPanel,1000,1000100,1387331472720
204,"HTTP/1.1 204 No Content",Array,Array,http://su.addthis.com/red/usync?pid=11142&puid=6931281744635898948,UtestRouterPanel,1000,1000100,1387331472727
200,"HTTP/1.1 200 OK",Array,Array,http://bh.contextweb.com/bh/rtset?do=add&pid=554114&ev=400963304474951436,UtestRouterPanel,1000,1000100,1387331472681
200,"HTTP/1.1 200 OK",Array,Array,http://bh.contextweb.com/bh/rtset?do=add&pid=554114&ev=6931281744635898948,UtestRouterPanel,1000,1000100,1387331472682
302,"HTTP/1.1 302 forced.302",Array,Array,http://www.facebook.com/fr/u.php?p=591571630903517&m=400963304474951436,UtestRouterPanel,1000,1000100,1387331472680
200,"HTTP/1.1 200 OK",Array,Array,http://a2.fetchback.com/is/adx?id=,UtestRouterPanel,1000,1000100,1387331472749
302,"HTTP/1.1 302 forced.302",Array,Array,http://www.facebook.com/fr/u.php?p=591571630903517&m=6931281744635898948,UtestRouterPanel,1000,1000100,1387331472683
200,"HTTP/1.1 200 OK",Array,Array,http://a2.fetchback.com/is/fb?code=0,UtestRouterPanel,1000,1000100,1387331472783
200,"HTTP/1.1 200 OK",Array,Array,http://a2.fetchback.com/is/fb?code=0,UtestRouterPanel,1000,1000100,1387331472821
304,"HTTP/1.1 304 Not Modified",Array,Array,http://platform.twitter.com/widgets/hub.html,UtestRouterPanel,1000,1000100,1387331474795
200,"HTTP/1.1 200 OK",Array,Array,http://static.ak.fbcdn.net/rsrc.php/v2/yi/r/pZu770ftjUo.js,UtestRouterPanel,1000,1000100,1387331479995
